Zip Code,Beds,Baths,Living Space,State,Zip Code Population,Median Household Income,Price
28227,3,2,1288,North Carolina,58524,90457,370000
28227,3,3,2174,North Carolina,58524,90457,602288
28227,3,3,1655,North Carolina,58524,90457,340000
28227,3,3,1762,North Carolina,58524,90457,364990
28227,3,3,2186,North Carolina,58524,90457,450000
28227,4,4,3478,North Carolina,58524,90457,629500
28227,3,3,2048,North Carolina,58524,90457,593357
28227,5,4,3053,North Carolina,58524,90457,717199
28227,3,3,1762,North Carolina,58524,90457,379990
28227,3,4,2694,North Carolina,58524,90457,566480
28227,5,5,3322,North Carolina,58524,90457,831500
28227,3,3,1696,North Carolina,58524,90457,355000
28227,3,2,2032,North Carolina,58524,90457,425000
28227,3,3,2090,North Carolina,58524,90457,534525
28227,3,1,1001,North Carolina,58524,90457,265000
28227,3,4,2269,North Carolina,58524,90457,585350
28227,2,3,1294,North Carolina,58524,90457,229000
28227,3,3,1762,North Carolina,58524,90457,354990
28227,3,2,1434,North Carolina,58524,90457,1250000
28227,4,3,2396,North Carolina,58524,90457,577773
28227,4,4,2896,North Carolina,58524,90457,639158
28227,3,2,1275,North Carolina,58524,90457,294900
28227,4,3,2785,North Carolina,58524,90457,540000
28227,4,4,4301,North Carolina,58524,90457,825000
28227,3,2,1866,North Carolina,58524,90457,515000
28227,3,2,1999,North Carolina,58524,90457,439900
28227,3,3,1762,North Carolina,58524,90457,364990
28227,2,2,1024,North Carolina,58524,90457,285000
28227,4,3,2517,North Carolina,58524,90457,553291
28227,3,2,1854,North Carolina,58524,90457,425000
28227,3,3,1868,North Carolina,58524,90457,345000
28227,3,2,1104,North Carolina,58524,90457,280000
28227,2,2,1650,North Carolina,58524,90457,308000
28227,2,3,1205,North Carolina,58524,90457,232500
28227,3,2,1304,North Carolina,58524,90457,350000
28227,3,2,1653,North Carolina,58524,90457,349900
28227,4,4,2896,North Carolina,58524,90457,661001
28227,3,2,1529,North Carolina,58524,90457,295000
28227,3,2,1468,North Carolina,58524,90457,375000
28227,3,3,1762,North Carolina,58524,90457,369990
28227,3,2,1694,North Carolina,58524,90457,475000
28262,2,2,1112,North Carolina,43664,78552,239000
28262,3,3,1504,North Carolina,43664,78552,3.00E+05
28262,4,3,2166,North Carolina,43664,78552,390000
28262,3,2,1236,North Carolina,43664,78552,310000
28262,3,2,1332,North Carolina,43664,78552,339900
28262,3,4,1966,North Carolina,43664,78552,426150
28262,2,2,929,North Carolina,43664,78552,185000
28262,2,4,1593,North Carolina,43664,78552,392400
28262,3,4,1966,North Carolina,43664,78552,441550
28262,3,3,1895,North Carolina,43664,78552,406000
28262,3,2,1475,North Carolina,43664,78552,279000
28262,2,4,1593,North Carolina,43664,78552,391000
28262,4,3,2938,North Carolina,43664,78552,475000
28262,3,3,1531,North Carolina,43664,78552,270000
28262,4,2,1857,North Carolina,43664,78552,384900
28262,3,4,1966,North Carolina,43664,78552,440150
28262,4,3,2204,North Carolina,43664,78552,387997
28262,3,3,1860,North Carolina,43664,78552,385000
28262,4,4,3408,North Carolina,43664,78552,580000
28262,3,2,1745,North Carolina,43664,78552,325000
28262,4,3,2084,North Carolina,43664,78552,369999
28262,3,3,1531,North Carolina,43664,78552,255000
28269,3,2,1344,North Carolina,78353,94980,350000
28269,5,3,2666,North Carolina,78353,94980,485000
28269,4,3,2767,North Carolina,78353,94980,402000
28269,3,2,1437,North Carolina,78353,94980,299900
28269,4,3,2710,North Carolina,78353,94980,410000
28269,3,3,1608,North Carolina,78353,94980,335000
28269,4,2,2225,North Carolina,78353,94980,425000
28269,3,2,1525,North Carolina,78353,94980,340000
28269,3,3,2104,North Carolina,78353,94980,435000
28269,4,3,2524,North Carolina,78353,94980,469000
28269,3,2,1716,North Carolina,78353,94980,375000
28269,2,3,1601,North Carolina,78353,94980,333730
28269,5,3,2726,North Carolina,78353,94980,537000
28269,2,3,1066,North Carolina,78353,94980,207900
28269,4,3,2429,North Carolina,78353,94980,460000
28269,4,3,2266,North Carolina,78353,94980,337000
28269,2,2,1481,North Carolina,78353,94980,350000
28269,3,3,1889,North Carolina,78353,94980,469000
28269,3,2,1576,North Carolina,78353,94980,315000
28269,4,3,2671,North Carolina,78353,94980,415000
28269,3,2,1627,North Carolina,78353,94980,325000
28269,4,3,2500,North Carolina,78353,94980,430000
28269,4,4,2955,North Carolina,78353,94980,5.00E+05
28269,4,3,2124,North Carolina,78353,94980,424900
28269,5,3,2895,North Carolina,78353,94980,525000
28269,4,3,1900,North Carolina,78353,94980,350000
28269,5,3,2811,North Carolina,78353,94980,498900
28269,2,3,1175,North Carolina,78353,94980,305000
28269,3,3,1627,North Carolina,78353,94980,315000
28269,3,3,2337,North Carolina,78353,94980,385000
28269,3,2,1154,North Carolina,78353,94980,293000
28269,6,6,3100,North Carolina,78353,94980,715000
28269,5,3,2502,North Carolina,78353,94980,485000
28269,3,3,1630,North Carolina,78353,94980,335000
28269,3,3,1628,North Carolina,78353,94980,339908
28269,2,2,1706,North Carolina,78353,94980,449995
28269,5,3,2678,North Carolina,78353,94980,495000
28269,3,3,2551,North Carolina,78353,94980,450000
28269,2,2,976,North Carolina,78353,94980,2.00E+05
28269,3,3,1448,North Carolina,78353,94980,348000
28269,4,4,2767,North Carolina,78353,94980,525000
28269,4,3,1854,North Carolina,78353,94980,249995
28269,3,3,1493,North Carolina,78353,94980,345000
28269,3,3,1680,North Carolina,78353,94980,377341
28269,4,3,2778,North Carolina,78353,94980,475000
28269,4,3,3255,North Carolina,78353,94980,490000
28269,4,3,2480,North Carolina,78353,94980,424900
28269,2,3,1512,North Carolina,78353,94980,312008
28269,3,3,2076,North Carolina,78353,94980,409900
28269,4,3,1738,North Carolina,78353,94980,348000
28269,3,3,1448,North Carolina,78353,94980,348000
28269,4,3,2859,North Carolina,78353,94980,599000
28269,3,3,1934,North Carolina,78353,94980,375000
28269,3,3,1680,North Carolina,78353,94980,382363
28269,3,3,1784,North Carolina,78353,94980,390230
28270,3,3,1408,North Carolina,34583,165619,345000
28270,4,5,3808,North Carolina,34583,165619,989000
28270,3,2,2831,North Carolina,34583,165619,650000
28270,2,2,1016,North Carolina,34583,165619,238000
28270,4,4,2878,North Carolina,34583,165619,545000
28270,3,3,1761,North Carolina,34583,165619,484900
28270,5,4,3371,North Carolina,34583,165619,799900
28270,3,2,1687,North Carolina,34583,165619,525000
28270,5,3,2603,North Carolina,34583,165619,450000
28270,3,2,1598,North Carolina,34583,165619,390000
28270,3,2,1678,North Carolina,34583,165619,420000
28270,3,2,1939,North Carolina,34583,165619,450000
28270,3,3,2300,North Carolina,34583,165619,597000
28270,5,3,2457,North Carolina,34583,165619,750000
28270,4,3,2211,North Carolina,34583,165619,549900
28270,3,3,1666,North Carolina,34583,165619,359900
28270,4,3,2741,North Carolina,34583,165619,675000
28270,5,4,3258,North Carolina,34583,165619,949900
28270,5,5,4356,North Carolina,34583,165619,1750000
28270,1,1,814,North Carolina,34583,165619,225000
28270,4,4,2837,North Carolina,34583,165619,7.00E+05
28270,4,3,2641,North Carolina,34583,165619,560000
28270,2,3,1628,North Carolina,34583,165619,350000
28270,5,3,3477,North Carolina,34583,165619,790000
28270,3,3,1946,North Carolina,34583,165619,498800
28270,2,2,1142,North Carolina,34583,165619,265000
28270,4,3,2022,North Carolina,34583,165619,575000
28270,4,4,3635,North Carolina,34583,165619,1150000
28270,4,4,3984,North Carolina,34583,165619,1050000
28270,5,5,4981,North Carolina,34583,165619,2396000
28273,4,4,2951,North Carolina,44048,100576,499000
28273,4,4,2448,North Carolina,44048,100576,460000
28273,4,4,2339,North Carolina,44048,100576,390000
28273,5,3,3431,North Carolina,44048,100576,550000
28273,6,6,4250,North Carolina,44048,100576,615000
28273,3,2,1250,North Carolina,44048,100576,335000
28273,3,2,1596,North Carolina,44048,100576,385000
28273,3,3,1835,North Carolina,44048,100576,441755
28273,4,3,1756,North Carolina,44048,100576,399000
28273,5,4,3449,North Carolina,44048,100576,610000
28273,3,2,1320,North Carolina,44048,100576,325000
28273,3,3,1737,North Carolina,44048,100576,3.00E+05
28273,5,4,2855,North Carolina,44048,100576,510000
28273,5,5,3719,North Carolina,44048,100576,555000
28273,2,3,1546,North Carolina,44048,100576,385000
28273,3,2,1410,North Carolina,44048,100576,259000
28273,4,3,2912,North Carolina,44048,100576,560000
28273,2,4,2525,North Carolina,44048,100576,384999
28273,5,3,3494,North Carolina,44048,100576,530000
28273,3,3,1835,North Carolina,44048,100576,449040
28273,3,3,1707,North Carolina,44048,100576,260000
28273,3,3,1748,North Carolina,44048,100576,379900
28273,3,2,1155,North Carolina,44048,100576,290000
28273,4,3,2694,North Carolina,44048,100576,489900
28273,3,2,1371,North Carolina,44048,100576,370000
28273,3,3,2018,North Carolina,44048,100576,375000
28273,3,3,1835,North Carolina,44048,100576,447370
28273,3,2,1571,North Carolina,44048,100576,335000
28273,2,3,1332,North Carolina,44048,100576,274500
28273,4,2,1971,North Carolina,44048,100576,4.00E+05
28273,3,2,1397,North Carolina,44048,100576,350000
28273,5,3,2353,North Carolina,44048,100576,4.00E+05
28277,3,3,2556,North Carolina,71321,159304,589900
28277,4,4,2845,North Carolina,71321,159304,750000
28277,4,4,4538,North Carolina,71321,159304,850000
28277,2,2,1381,North Carolina,71321,159304,410000
28277,5,4,3457,North Carolina,71321,159304,825000
28277,3,2,1401,North Carolina,71321,159304,370000
28277,2,2,1013,North Carolina,71321,159304,242500
28277,5,3,3084,North Carolina,71321,159304,719900
28277,4,3,3103,North Carolina,71321,159304,749000
28277,4,5,3255,North Carolina,71321,159304,1300000
28277,5,4,2726,North Carolina,71321,159304,615000
28277,3,3,2850,North Carolina,71321,159304,675000
28277,3,2,1722,North Carolina,71321,159304,445000
28277,2,2,1282,North Carolina,71321,159304,289900
28277,4,3,3398,North Carolina,71321,159304,925000
28277,5,5,4888,North Carolina,71321,159304,1059900
28277,2,2,1254,North Carolina,71321,159304,279900
28277,3,3,2601,North Carolina,71321,159304,624950
28277,3,3,1651,North Carolina,71321,159304,370000
28277,2,3,1631,North Carolina,71321,159304,350000
28277,2,2,1428,North Carolina,71321,159304,375000
28277,4,3,2969,North Carolina,71321,159304,679900
28277,3,4,2195,North Carolina,71321,159304,474900
28277,4,4,3456,North Carolina,71321,159304,875000
28277,4,3,2320,North Carolina,71321,159304,889000
28277,2,3,1610,North Carolina,71321,159304,390000
28277,5,3,2633,North Carolina,71321,159304,612000
28277,4,3,1963,North Carolina,71321,159304,545000
28277,4,3,2476,North Carolina,71321,159304,515000
28277,4,3,3151,North Carolina,71321,159304,715000
28277,4,3,2665,North Carolina,71321,159304,659900
28277,3,3,2458,North Carolina,71321,159304,695000
28277,4,4,3616,North Carolina,71321,159304,1175000
28277,4,3,3162,North Carolina,71321,159304,869995
28277,2,3,1149,North Carolina,71321,159304,3.00E+05
28277,2,2,1492,North Carolina,71321,159304,4.00E+05
28277,4,3,3280,North Carolina,71321,159304,750000
28277,4,4,3715,North Carolina,71321,159304,915000
28277,4,4,3112,North Carolina,71321,159304,785000
28277,4,7,5512,North Carolina,71321,159304,1775000
28277,4,3,2403,North Carolina,71321,159304,649900
28277,4,3,1891,North Carolina,71321,159304,475000
28277,5,3,3573,North Carolina,71321,159304,725000
28277,4,3,3074,North Carolina,71321,159304,725000
28277,3,5,4240,North Carolina,71321,159304,910000
28277,5,4,4104,North Carolina,71321,159304,975000
28277,3,3,1606,North Carolina,71321,159304,440000
28277,3,3,1889,North Carolina,71321,159304,385000
28277,4,3,3162,North Carolina,71321,159304,869995
28277,4,5,4225,North Carolina,71321,159304,1650000
28277,4,5,4940,North Carolina,71321,159304,1200000
28277,3,3,1776,North Carolina,71321,159304,429000
28277,6,7,6392,North Carolina,71321,159304,1450000
28277,2,2,1390,North Carolina,71321,159304,410000
28277,4,5,5145,North Carolina,71321,159304,1650000
28277,3,2,1475,North Carolina,71321,159304,364996
28277,4,3,2468,North Carolina,71321,159304,565000
28277,2,3,1114,North Carolina,71321,159304,275000
28277,5,4,3233,North Carolina,71321,159304,750000
28278,5,5,3629,North Carolina,34272,140683,850000
28278,3,3,1529,North Carolina,34272,140683,356943
28278,4,4,3406,North Carolina,34272,140683,670000
28278,3,3,1529,North Carolina,34272,140683,369757
28278,4,5,3083,North Carolina,34272,140683,775000
28278,3,3,2102,North Carolina,34272,140683,399000
28278,5,5,3704,North Carolina,34272,140683,775000
28278,3,3,1837,North Carolina,34272,140683,420016
28278,4,4,2563,North Carolina,34272,140683,850000
28278,3,2,1273,North Carolina,34272,140683,350000
28278,2,3,1416,North Carolina,34272,140683,295000
28278,4,3,2668,North Carolina,34272,140683,424900
28278,5,5,3985,North Carolina,34272,140683,955000
28278,3,3,1832,North Carolina,34272,140683,487023
28278,4,3,2860,North Carolina,34272,140683,435000
28278,3,2,1943,North Carolina,34272,140683,395000
28278,4,3,2816,North Carolina,34272,140683,549000
28278,4,3,2202,North Carolina,34272,140683,484879
28278,4,3,2012,North Carolina,34272,140683,493696
28278,3,3,1832,North Carolina,34272,140683,479268
28278,4,3,2670,North Carolina,34272,140683,449000
28278,4,6,2701,North Carolina,34272,140683,2750000
28278,3,3,1742,North Carolina,34272,140683,402230
28278,3,4,2670,North Carolina,34272,140683,569900
28278,3,3,1837,North Carolina,34272,140683,428106
28278,5,3,3020,North Carolina,34272,140683,470000
28278,4,3,2420,North Carolina,34272,140683,519990
28278,4,3,2628,North Carolina,34272,140683,525000
28278,4,3,2989,North Carolina,34272,140683,699500
28278,4,4,3166,North Carolina,34272,140683,575000
28278,3,3,2341,North Carolina,34272,140683,457500
28278,4,3,2082,North Carolina,34272,140683,459900
28278,3,4,2077,North Carolina,34272,140683,442188
28278,4,4,2688,North Carolina,34272,140683,6.00E+05
28278,4,3,2409,North Carolina,34272,140683,439900
28278,6,5,4632,North Carolina,34272,140683,1150000
28278,4,6,5803,North Carolina,34272,140683,2575000
28278,4,3,2012,North Carolina,34272,140683,503249
28278,4,3,1789,North Carolina,34272,140683,353000
28278,3,3,1750,North Carolina,34272,140683,405885
28278,3,2,2111,North Carolina,34272,140683,425000
28278,3,3,2850,North Carolina,34272,140683,575000
28278,2,2,1330,North Carolina,34272,140683,424900
28278,3,3,1474,North Carolina,34272,140683,370000
28278,3,3,2980,North Carolina,34272,140683,925000
28278,4,3,2338,North Carolina,34272,140683,439900
28278,3,2,1248,North Carolina,34272,140683,345000
28278,3,3,1916,North Carolina,34272,140683,408047
28278,5,4,3841,North Carolina,34272,140683,829999
28278,3,3,1529,North Carolina,34272,140683,361989
28278,5,3,3164,North Carolina,34272,140683,484900
30303,1,1,448,Georgia,6106,54478,145000
30303,1,1,1020,Georgia,6106,54478,239900
30303,2,2,1332,Georgia,6106,54478,329000
30303,1,1,448,Georgia,6106,54478,145000
30303,1,1,780,Georgia,6106,54478,265000
30303,1,1,780,Georgia,6106,54478,265000
30303,1,1,780,Georgia,6106,54478,265000
30303,2,2,1332,Georgia,6106,54478,329000
30305,2,2,1233,Georgia,26398,199640,440000
30305,5,5,6257,Georgia,26398,199640,1750000
30305,1,1,883,Georgia,26398,199640,317000
30305,1,1,796,Georgia,26398,199640,176000
30305,2,3,2617,Georgia,26398,199640,2199900
30305,5,7,6411,Georgia,26398,199640,4250000
30305,2,2,1094,Georgia,26398,199640,439000
30305,3,2,1886,Georgia,26398,199640,775000
30305,2,3,2617,Georgia,26398,199640,2199900
30305,2,2,1188,Georgia,26398,199640,265000
30305,4,7,6758,Georgia,26398,199640,3825000
30305,5,3,3180,Georgia,26398,199640,1525000
30305,4,5,3376,Georgia,26398,199640,995000
30305,3,3,1846,Georgia,26398,199640,750000
30305,4,5,1542,Georgia,26398,199640,550000
30305,2,2,840,Georgia,26398,199640,255000
30305,2,2,2403,Georgia,26398,199640,1200000
30305,2,2,840,Georgia,26398,199640,255000
30305,1,2,1364,Georgia,26398,199640,459000
30305,2,2,1594,Georgia,26398,199640,850000
30305,4,3,3312,Georgia,26398,199640,1199000
30305,3,3,3084,Georgia,26398,199640,795000
30305,1,2,1032,Georgia,26398,199640,180000
30305,5,7,6975,Georgia,26398,199640,1500000
30305,2,2,1094,Georgia,26398,199640,405000
30305,2,2,1094,Georgia,26398,199640,439000
30305,2,2,1233,Georgia,26398,199640,440000
30305,5,3,3180,Georgia,26398,199640,1525000
30305,2,3,2792,Georgia,26398,199640,1250000
30305,4,3,2300,Georgia,26398,199640,899500
30305,2,1,1076,Georgia,26398,199640,307000
30305,3,3,2710,Georgia,26398,199640,1299000
30305,4,3,3312,Georgia,26398,199640,1199000
30305,3,3,2710,Georgia,26398,199640,1299000
30305,1,1,998,Georgia,26398,199640,425000
30305,5,5,6257,Georgia,26398,199640,1750000
30305,4,5,3376,Georgia,26398,199640,995000
30305,2,1,1076,Georgia,26398,199640,307000
30305,3,3,2641,Georgia,26398,199640,986000
30305,4,7,6758,Georgia,26398,199640,3825000
30305,2,2,1094,Georgia,26398,199640,405000
30305,3,3,2710,Georgia,26398,199640,1299000
30305,6,8,9010,Georgia,26398,199640,2350000
30305,5,3,3180,Georgia,26398,199640,1525000
30305,4,3,2928,Georgia,26398,199640,895000
30306,4,3,3079,Georgia,24769,195439,1500000
30306,2,1,1200,Georgia,24769,195439,750000
30306,1,2,1115,Georgia,24769,195439,450000
30306,3,2,1549,Georgia,24769,195439,765000
30306,1,1,665,Georgia,24769,195439,3.00E+05
30306,3,4,2376,Georgia,24769,195439,699000
30306,2,2,955,Georgia,24769,195439,475000
30306,5,6,5002,Georgia,24769,195439,1995000
30306,3,4,1902,Georgia,24769,195439,924900
30306,2,1,833,Georgia,24769,195439,375000
30306,1,2,1115,Georgia,24769,195439,450000
30306,1,1,729,Georgia,24769,195439,285000
30306,3,4,2730,Georgia,24769,195439,1200000
30306,3,2,1549,Georgia,24769,195439,765000
30306,4,3,3079,Georgia,24769,195439,1500000
30306,3,4,1902,Georgia,24769,195439,924900
30306,5,6,5002,Georgia,24769,195439,1995000
30306,2,2,1020,Georgia,24769,195439,349000
30306,2,2,955,Georgia,24769,195439,475000
30306,3,4,2730,Georgia,24769,195439,1200000
30306,2,1,1200,Georgia,24769,195439,750000
30306,4,2,2371,Georgia,24769,195439,925000
30307,1,2,1455,Georgia,20712,190023,655000
30307,1,2,1330,Georgia,20712,190023,645000
30307,6,3,4428,Georgia,20712,190023,1195000
30307,3,2,1500,Georgia,20712,190023,765000
30307,6,3,4428,Georgia,20712,190023,1195000
30307,2,2,1476,Georgia,20712,190023,430000
30307,3,2,1260,Georgia,20712,190023,715000
30307,4,4,3139,Georgia,20712,190023,1199900
30307,6,6,5569,Georgia,20712,190023,1700000
30307,3,4,2730,Georgia,20712,190023,1750000
30307,2,2,1476,Georgia,20712,190023,430000
30307,4,4,3935,Georgia,20712,190023,1199900
30307,4,5,2719,Georgia,20712,190023,1150000
30307,3,2,1477,Georgia,20712,190023,739000
30307,6,6,4303,Georgia,20712,190023,1700000
30307,3,2,1477,Georgia,20712,190023,739000
30307,2,2,1450,Georgia,20712,190023,660000
30307,3,2,1500,Georgia,20712,190023,765000
30307,3,4,2730,Georgia,20712,190023,1750000
30308,1,1,775,Georgia,22802,106642,240000
30308,2,2,1412,Georgia,22802,106642,599900
30308,2,2,1288,Georgia,22802,106642,340000
30308,1,1,1142,Georgia,22802,106642,529900
30308,2,2,1003,Georgia,22802,106642,419500
30308,2,1,667,Georgia,22802,106642,249000
30308,2,1,667,Georgia,22802,106642,249000
30308,6,4,2320,Georgia,22802,106642,749000
30308,2,3,1524,Georgia,22802,106642,695500
30308,1,1,750,Georgia,22802,106642,270000
30308,2,2,1003,Georgia,22802,106642,419500
30308,2,1,803,Georgia,22802,106642,389900
30308,1,1,1235,Georgia,22802,106642,380000
30308,1,1,738,Georgia,22802,106642,350000
30308,1,2,1823,Georgia,22802,106642,925000
30308,2,2,1312,Georgia,22802,106642,549900
30308,1,2,1225,Georgia,22802,106642,4.00E+05
30308,1,2,1225,Georgia,22802,106642,4.00E+05
30308,1,1,738,Georgia,22802,106642,350000
30308,2,2,1288,Georgia,22802,106642,340000
30308,1,1,750,Georgia,22802,106642,270000
30308,2,3,1524,Georgia,22802,106642,695500
30308,1,2,1823,Georgia,22802,106642,925000
30308,1,1,1047,Georgia,22802,106642,425000
30309,1,1,680,Georgia,27469,160806,250000
30309,5,3,2988,Georgia,27469,160806,899000
30309,2,2,1225,Georgia,27469,160806,435000
30309,2,2,1225,Georgia,27469,160806,435000
30309,2,1,1355,Georgia,27469,160806,490000
30309,4,3,2976,Georgia,27469,160806,1150000
30309,1,1,828,Georgia,27469,160806,359900
30309,2,2,1161,Georgia,27469,160806,412500
30309,2,1,1268,Georgia,27469,160806,550000
30309,1,1,862,Georgia,27469,160806,350000
30309,3,2,1300,Georgia,27469,160806,335000
30309,1,1,629,Georgia,27469,160806,209900
30309,1,1,603,Georgia,27469,160806,249900
30309,5,6,6747,Georgia,27469,160806,3495000
30309,2,2,1329,Georgia,27469,160806,565000
30309,3,2,1322,Georgia,27469,160806,559999
30309,3,2,1322,Georgia,27469,160806,559999
30309,2,2,1600,Georgia,27469,160806,550000
30309,5,6,5300,Georgia,27469,160806,3124900
30309,2,2,1110,Georgia,27469,160806,549000
30309,1,1,772,Georgia,27469,160806,250000
30309,2,2,1215,Georgia,27469,160806,435000
30309,1,1,813,Georgia,27469,160806,250000
30309,2,3,1724,Georgia,27469,160806,565000
30309,1,1,866,Georgia,27469,160806,415000
30309,2,2,1161,Georgia,27469,160806,412500
30309,3,4,3167,Georgia,27469,160806,1425000
30309,1,1,828,Georgia,27469,160806,359900
30309,2,2,1110,Georgia,27469,160806,549000
30309,4,5,2892,Georgia,27469,160806,950000
30309,2,2,1091,Georgia,27469,160806,455000
30309,4,5,3640,Georgia,27469,160806,1495000
30309,1,1,702,Georgia,27469,160806,375000
30309,3,2,1300,Georgia,27469,160806,295000
30309,2,2,1386,Georgia,27469,160806,810000
30309,5,6,5300,Georgia,27469,160806,3124900
30309,6,6,8403,Georgia,27469,160806,4495000
30309,2,2,1091,Georgia,27469,160806,455000
30309,,6,4500,Georgia,27469,160806,3174900
30309,1,1,765,Georgia,27469,160806,309000
30309,1,1,772,Georgia,27469,160806,250000
30309,1,,764,Georgia,27469,160806,290000
30309,1,1,715,Georgia,27469,160806,229000
30309,5,6,4500,Georgia,27469,160806,3174900
30309,2,2,1114,Georgia,27469,160806,379000
30309,2,3,1724,Georgia,27469,160806,565000
30309,,1,715,Georgia,27469,160806,229000
30309,2,2,1386,Georgia,27469,160806,825000
30309,1,1,765,Georgia,27469,160806,309000
30309,1,1,805,Georgia,27469,160806,420000
30309,1,1,,Georgia,27469,160806,360000
30309,3,4,3167,Georgia,27469,160806,1425000
30309,2,1,1355,Georgia,27469,160806,490000
30309,2,2,1386,Georgia,27469,160806,810000
30309,1,1,515,Georgia,27469,160806,225000
30309,1,1,702,Georgia,27469,160806,375000
30310,4,3,2250,Georgia,26979,66507,575000
30310,4,3,2800,Georgia,26979,66507,5.00E+05
30310,3,2,1812,Georgia,26979,66507,285000
30310,3,1,1669,Georgia,26979,66507,210000
30310,3,1,1265,Georgia,26979,66507,275000
30310,4,4,2676,Georgia,26979,66507,659900
30310,3,2,1652,Georgia,26979,66507,440000
30310,5,3,2360,Georgia,26979,66507,550000
30310,3,1,1078,Georgia,26979,66507,270000
30310,3,1,1148,Georgia,26979,66507,250000
30310,4,3,2600,Georgia,26979,66507,655000
30310,3,2,1550,Georgia,26979,66507,450000
30310,4,2,1614,Georgia,26979,66507,399900
30310,3,1,1162,Georgia,26979,66507,225000
30310,3,2,1672,Georgia,26979,66507,475000
30310,2,2,1035,Georgia,26979,66507,2.00E+05
30310,2,2,1086,Georgia,26979,66507,339000
30310,4,3,1900,Georgia,26979,66507,519500
30310,4,3,2100,Georgia,26979,66507,465000
30310,3,3,2269,Georgia,26979,66507,579999
30310,1,1,800,Georgia,26979,66507,175000
30310,1,1,800,Georgia,26979,66507,175000
30310,3,3,1932,Georgia,26979,66507,439000
30310,3,2,1672,Georgia,26979,66507,475000
30310,4,3,1680,Georgia,26979,66507,350000
30310,3,3,1932,Georgia,26979,66507,439000
30310,2,1,943,Georgia,26979,66507,195900
30310,3,2,1600,Georgia,26979,66507,409900
30310,3,3,1782,Georgia,26979,66507,525000
30310,3,2,1672,Georgia,26979,66507,475000
30310,3,3,1782,Georgia,26979,66507,525000
30310,4,4,2459,Georgia,26979,66507,599000
30310,3,3,1484,Georgia,26979,66507,489900
30310,4,2,1764,Georgia,26979,66507,415000
30310,4,2,1290,Georgia,26979,66507,350000
30310,3,3,1540,Georgia,26979,66507,419000
30310,3,2,1418,Georgia,26979,66507,355000
30310,3,3,2070,Georgia,26979,66507,515000
30310,3,2,1288,Georgia,26979,66507,425000
30310,3,1,1162,Georgia,26979,66507,225000
30310,3,2,1812,Georgia,26979,66507,285000
30310,3,3,1484,Georgia,26979,66507,489900
30310,3,2,1418,Georgia,26979,66507,355000
30310,2,2,1308,Georgia,26979,66507,220000
30310,3,2,1600,Georgia,26979,66507,398000
30310,3,2,1536,Georgia,26979,66507,489000
30310,4,2,2000,Georgia,26979,66507,450000
30310,2,2,1035,Georgia,26979,66507,2.00E+05
30310,3,2,1700,Georgia,26979,66507,420000
30310,3,3,1484,Georgia,26979,66507,489900
30310,4,2,1764,Georgia,26979,66507,415000
30310,3,3,2070,Georgia,26979,66507,515000
30310,3,3,1540,Georgia,26979,66507,419000
30310,3,2,1652,Georgia,26979,66507,440000
30310,3,1,1078,Georgia,26979,66507,270000
30310,4,3,1900,Georgia,26979,66507,519500
30310,,3,2600,Georgia,26979,66507,655000
30310,3,1,1407,Georgia,26979,66507,209000
30310,4,2,2000,Georgia,26979,66507,450000
30310,3,3,2040,Georgia,26979,66507,221000
30310,4,2,1614,Georgia,26979,66507,399900
30310,3,2,1850,Georgia,26979,66507,450000
30310,3,2,1288,Georgia,26979,66507,425000
30310,2,1,943,Georgia,26979,66507,195900
30310,3,2,1771,Georgia,26979,66507,450000
30310,4,3,1505,Georgia,26979,66507,520000
30310,3,3,2269,Georgia,26979,66507,579999
30310,,2,1768,Georgia,26979,66507,419900
30310,2,2,1086,Georgia,26979,66507,339000
30311,4,2,1928,Georgia,33334,72973,319900
30311,3,2,1134,Georgia,33334,72973,145000
30311,3,2,1058,Georgia,33334,72973,309900
30311,3,3,1210,Georgia,33334,72973,265000
30311,4,,925,Georgia,33334,72973,319000
30311,3,2,1092,Georgia,33334,72973,185000
30311,4,3,200,Georgia,33334,72973,350000
30311,2,3,1302,Georgia,33334,72973,249900
30311,2,2,1216,Georgia,33334,72973,389900
30311,,3,,Georgia,33334,72973,317000
30311,2,2,1008,Georgia,33334,72973,133000
30311,3,2,1134,Georgia,33334,72973,145000
30311,2,2,1216,Georgia,33334,72973,389900
30311,,2,1008,Georgia,33334,72973,133000
30311,3,3,1507,Georgia,33334,72973,245900
30311,3,3,1507,Georgia,33334,72973,245900
30311,2,2,1024,Georgia,33334,72973,173500
30311,4,3,2697,Georgia,33334,72973,525000
30311,4,3,925,Georgia,33334,72973,319000
30311,3,2,2032,Georgia,33334,72973,175000
30311,2,2,1216,Georgia,33334,72973,389900
30311,3,2,2032,Georgia,33334,72973,175000
30311,4,,1928,Georgia,33334,72973,319900
30311,2,2,1024,Georgia,33334,72973,173500
30311,3,2,2598,Georgia,33334,72973,310000
30311,2,2,1024,Georgia,33334,72973,173500
30311,3,2,1198,Georgia,33334,72973,310000
30311,4,3,1700,Georgia,33334,72973,409900
30312,5,4,3859,Georgia,23801,107220,1895000
30312,1,1,656,Georgia,23801,107220,284995
30312,2,2,1037,Georgia,23801,107220,450000
30312,2,2,1170,Georgia,23801,107220,559000
30312,1,1,1002,Georgia,23801,107220,299000
30312,2,2,,Georgia,23801,107220,599900
